latex_pred,latex_true,pron,cer,wer,rouge1,chrf,chrfpp,bleu,sbleu,meteor,cer_lower,wer_lower,rouge1_lower,chrf_lower,chrfpp_lower,bleu_lower,sbleu_lower,meteor_lower
 \frac{d}{dx} \ln_a(x),\frac{d}{dx} \log_a(x),производная логарифм по основанию а от икс по икс,0.09090909090909091,0.5,0.8333333333333334,0.7541096773855238,0.7010508672785943,0.8003203203844999,0.8003203203845001,0.9054545454545455,0.09090909090909091,0.5,0.8333333333333334,0.7541096773855238,0.7010508672785943,0.8003203203844999,0.8003203203845001,0.9054545454545455
 \frac{d}{dx} \text{arccosh}(x),\frac{d}{dx} \text{arccoth}(x),производная гиперболический арккотангенс икс по икс,0.03333333333333333,0.5,0.8333333333333334,0.8631885674989124,0.7828080922908509,0.8153551038173115,0.8153551038173119,0.9268808114961962,0.03333333333333333,0.5,0.8333333333333334,0.8631885674989124,0.7828080922908509,0.8153551038173115,0.8153551038173119,0.9268808114961962
" \int \arctan(x) \, dx","\int \arctan(x) \, dx",интеграл арктангенс икс д икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 \int_{-a}^{a} x^3 dx,"\int_{-a}^a x^3 \, dx",интеграл от минус а до а икс в кубе д икс,0.23809523809523808,0.5,1.0,0.5728541202805909,0.47533161174985905,0.5564924657670628,0.556492465767063,0.3296703296703296,0.23809523809523808,0.5,1.0,0.5728541202805909,0.47533161174985905,0.5564924657670628,0.556492465767063,0.3296703296703296
 \int_{0}^{1} e^{-x^2} dx,"\int_0^1 e^{-x^2} \, dx",интеграл от нуля до единицы е в степени минус икс в квадрате д икс,0.30434782608695654,0.5,1.0,0.48201055625746525,0.44290661566109724,0.43739533726502366,0.4373953372650236,0.5694117647058823,0.30434782608695654,0.5,1.0,0.48201055625746525,0.44290661566109724,0.43739533726502366,0.4373953372650236,0.5694117647058823
" \int \frac{1}{x^2+1} \, dx","\int \frac{1}{x^2+1} \, dx","интеграл от единицы, деленной на икс в квадрате плюс один д икс",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \lim_{x\to a} f(x),\lim_{{x \to a}} f(x),"предел эф от икс при икс, стремящемся к а",0.14285714285714285,0.75,1.0,0.6462940002761941,0.5887606620007775,0.7176880797428425,0.7176880797428425,0.6410256410256411,0.14285714285714285,0.75,1.0,0.6462940002761941,0.5887606620007775,0.7176880797428425,0.7176880797428425,0.6410256410256411
 \frac{d}{dx} \sin(x),\frac{d}{dx} \sin(x),производная по икс от синус икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{d}{dx} \csc(x),\frac{d}{dx} \csc(x),производная по икс от косеканс икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{d}{dx} \log_a(x),\frac{d}{dx} \log_a(x),производная по икс от логарифм по основанию а от икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{d}{dx} \text{arccot}(x),\frac{d}{dx} \text{arccoth}(x),производная по икс от гиперболический арккотангенс икс,0.03333333333333333,0.5,0.8333333333333334,0.8767476404229504,0.7930034560392178,0.8153551038173115,0.8153551038173119,0.9268808114961962,0.03333333333333333,0.5,0.8333333333333334,0.8767476404229504,0.7930034560392178,0.8153551038173115,0.8153551038173119,0.9268808114961962
 \sqrt{x},\sqrt{x},икс под квадратным корнем,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 A \cup B,A \cup B,объединение А и Б,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 \mathcal{P}(E),\mathcal{P}(A),множество всех подмножеств А,0.07142857142857142,1.0,0.6666666666666666,0.8340030340030341,0.6880022755022757,0.7071067811865475,0.7071067811865478,0.8412698412698414,0.07142857142857142,1.0,0.6666666666666666,0.8340030340030341,0.6880022755022757,0.7071067811865475,0.7071067811865478,0.8412698412698414
 A \subseteq B,A \subseteq B,А подмножество Б,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 E \cap F,E \cap F,пересечение множеств Е и Ф,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 I \subseteq J,I \subseteq J,множество I является подмножеством множества J,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 \mathcal{P}(W) \setminus \mathcal{P}(X),\mathcal{P}(W) \setminus \mathcal{P}(X),разность множества всех подмножеств W и икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998518518518519,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998518518518519
 \mathcal{P}(Z) \subseteq \mathcal{P}(\mathcal{P}(Z)),Y \in \mathcal{P}(Z),множество Y является элементом множества всех подмножеств Z,1.75,1.0,0.42857142857142855,0.5297542424918654,0.5161569735626836,0.280892413206789,0.2808924132067889,0.6782713085234094,1.75,1.0,0.42857142857142855,0.5297542424918654,0.5161569735626836,0.280892413206789,0.2808924132067889,0.6782713085234094
 (C \cup D) \cap (C \cup D),(C \cup D) \cap (C \cup D),пересечение объединения множеств C и D,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 X \in (Y \cup Z),X \in (Y \cup Z),множество икс является элементом объединения множеств Y и Z,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \mathcal{P}(A) \cup B^c,\mathcal{P}(A) \cup B^c,объединение множества всех подмножеств A и дополнения множества B,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{a}{\frac{b}{c}},\frac{\frac{a}{b}}{c},а делить на б и все это делить на с,0.38095238095238093,1.0,1.0,0.7076955051026259,0.5932716288269695,0.7328616209964707,0.7328616209964705,0.8834774692762858,0.38095238095238093,1.0,1.0,0.7076955051026259,0.5932716288269695,0.7328616209964707,0.7328616209964705,0.8834774692762858
 xy + z,xy + z,икс умножить на игрек плюс зет,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9814814814814815
 a - bc,(a - b)c,(а минус б) умножить на с,0.25,0.6666666666666666,0.4,0.3571925431274346,0.3857194115536419,0.0,0.0,0.3289473684210526,0.25,0.6666666666666666,0.4,0.3571925431274346,0.3857194115536419,0.0,0.0,0.3289473684210526
 ab - cd,ab - cd,а б минус с д,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9814814814814815
 \frac{a - b}{c - d},\frac{a - b}{c - d},а минус б делить на с минус д,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{a}{b} - \frac{c}{d},\frac{a}{b} - \frac{c}{d},а делить на б минус с делить на д,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998518518518519,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998518518518519
 x^2 - y^2,x^2 - y^2,икс в квадрате минус игрек в квадрате,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 a^2 - b^2,a^2 - b^2,а в квадрате минус б в квадрате,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 (a - b)^3,(a - b)^3,(а минус б) в кубе,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852
 \text{span}(\mathbf{A}),\text{row}(\mathbf{A}),пространство строк матрицы А,0.18181818181818182,1.0,0.75,0.700843992954344,0.5881556366321398,0.7348889200874658,0.7348889200874659,0.8950617283950617,0.18181818181818182,1.0,0.75,0.700843992954344,0.5881556366321398,0.7348889200874658,0.7348889200874659,0.8950617283950617
 a + b = b + a,\mathbf{A} + \mathbf{B} = \mathbf{B} + \mathbf{A},А плюс В равно В плюс А,0.7346938775510204,0.5714285714285714,0.6666666666666666,0.032588454376163874,0.06323052745309891,0.0,0.008790071286648792,0.19662921348314605,0.7346938775510204,0.5714285714285714,0.6666666666666666,0.032588454376163874,0.06323052745309891,0.0,0.010863920866000522,0.19662921348314605
 u + v + w = u + v + w,\mathbf{u} + \mathbf{v} + \mathbf{w} = (\mathbf{u} + \mathbf{v}) + \mathbf{w},у плюс в плюс w равно (у плюс в) плюс w,0.7272727272727273,0.5454545454545454,0.6666666666666666,0.03285543608124253,0.06638012156972456,0.0,0.006421073666574177,0.1896551724137931,0.7272727272727273,0.5454545454545454,0.6666666666666666,0.03285543608124253,0.06638012156972456,0.0,0.006421073666574177,0.1896551724137931
 \mathbf{A} \mathbf{x} = \mathbf{0} \text{ has trivial solutions},\mathbf{A} \mathbf{x} = \mathbf{0} \text{ has only trivial solution},А икс равно нулю имеет только тривиальное решение,0.08823529411764706,0.2222222222222222,0.8571428571428572,0.8805291307737445,0.8569959721211918,0.8433194298642983,0.8433194298642976,0.954217068723117,0.08823529411764706,0.2222222222222222,0.8571428571428572,0.8805291307737445,0.8569959721211918,0.8433194298642983,0.8433194298642976,0.954217068723117
 \text{image } a,\text{range}(\mathbf{A}),область значений А,0.625,3.0,0.5714285714285715,0.2532931989129972,0.18996989918474788,0.0,0.11943865131127651,0.2105263157894737,0.625,3.0,0.5714285714285715,0.2532931989129972,0.18996989918474788,0.0,0.12629099764064142,0.2105263157894737
 \mathbf{A} = \mathbf{P} \mathbf{D} \mathbf{P}^T,\mathbf{A} = \mathbf{P} \mathbf{D} \mathbf{P}^{-1},А равно П умножить на D умножить на П в обратной матрице,0.08,0.2,0.8888888888888888,0.9206211742129498,0.8815566082994111,0.8739602971766067,0.8739602971766067,0.4789127927385788,0.08,0.2,0.8888888888888888,0.9206211742129498,0.8815566082994111,0.8739602971766067,0.8739602971766067,0.4789127927385788
 \alpha^2,\alpha^2,альфа в степени два,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.5
 \alpha^2,\alpha^2,альфа возведенная во вторую степень,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.5
 \eta^{1/2},\eta^{1/2},эта в степени одна вторая,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 \log{\xi},\log{\xi},логарифм кси,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 \ln{\xi},\log{\xi},лог кси,0.2222222222222222,1.0,0.5,0.40519604150974975,0.3665634730040094,0.537284965911771,0.537284965911771,0.7361111111111112,0.2222222222222222,1.0,0.5,0.40519604150974975,0.3665634730040094,0.537284965911771,0.537284965911771,0.7361111111111112
 \ln{\omicron},\ln{\omicron},натуральный логарифм омикрон,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 \ln{\omicron},\ln{\omicron},натуральный лог омикрон,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
" \int \arctan(x) \, dx","\int \arctan(x) \, dx",интеграл от арктангенс икс дэ икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 \int_{a}^{b} x^3 dx,"\int_{-a}^a x^3 \, dx",интеграл от минус а до а от икс в кубе дэ икс,0.3333333333333333,0.5,0.8333333333333334,0.36454484511007673,0.318729349006261,0.30130404892785684,0.30130404892785695,0.27472527472527475,0.3333333333333333,0.5,0.8333333333333334,0.36454484511007673,0.318729349006261,0.30130404892785684,0.30130404892785695,0.27472527472527475
 \int_{0}^{1} e^{-x^2} dx,"\int_0^1 e^{-x^2} \, dx",интеграл от нуля до единицы от е в степени минус икс в квадрате дэ икс,0.30434782608695654,0.5,1.0,0.48201055625746525,0.44290661566109724,0.43739533726502366,0.4373953372650236,0.5694117647058823,0.30434782608695654,0.5,1.0,0.48201055625746525,0.44290661566109724,0.43739533726502366,0.4373953372650236,0.5694117647058823
" \int \frac{1}{x^2+1} \, dx","\int \frac{1}{x^2+1} \, dx",интеграл от единицы делить на икс в квадрате плюс один дэ икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 E = \sqrt{p^2 c^2 + m^2 c^4},E = \sqrt{p^2c^2 + m^2c^4},Е равно корень из п в квадрате цэ в квадрате плюс эм в квадрате цэ в четвертой,0.07692307692307693,0.8,0.6666666666666665,1.0,0.8747298131851167,0.5685488870277223,0.5685488870277223,0.6859756097560975,0.07692307692307693,0.8,0.6666666666666665,1.0,0.8747298131851167,0.5685488870277223,0.5685488870277223,0.6859756097560975
 y' = y \ln(x),y' = y \ln(x),игрек штрих равно игрек натуральный логарифм икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 y'' + y' + y = 0,y'' + y' + y = 0,игрек два штриха плюс игрек штрих плюс игрек равно ноль,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \sum_{i=1}^{n} a_i,\sum_{i=1}^{n} a_i,"сумма от i равного одному до n, а под индексом i",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \mathbf{I}_n,\mathbf{I}_n,единичная матрица размера n,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \mathbf{v} = c_1 \mathbf{u} + c_2 \mathbf{u},\mathbf{v} = c_1 \mathbf{u}_1 + c_2 \mathbf{u}_2,вектор в равен c один умножить на вектор u один плюс c два умножить на вектор u два,0.08333333333333333,0.2857142857142857,0.9090909090909091,0.8504743606469535,0.7685983864164991,0.7778717264693661,0.7778717264693665,0.8979985955056179,0.08333333333333333,0.2857142857142857,0.9090909090909091,0.8504743606469535,0.7685983864164991,0.7778717264693661,0.7778717264693665,0.8979985955056179
 \mathbf{A} = \mathbf{u} \mathbf{\sigma} \mathbf{v}^T,\mathbf{A} = \mathbf{U} \mathbf{\Sigma} \mathbf{V}^{\top},А равно U умножить на Сигма и умножить на транспонированное V,0.15789473684210525,0.6,0.8888888888888888,0.703902282011486,0.6287596926676531,0.5354406755005748,0.5354406755005747,0.4789127927385788,0.08771929824561403,0.2,0.8888888888888888,0.9020764262763717,0.8677765298393066,0.843175304717131,0.8431753047171305,0.4789127927385788
 y' = y \ln(x),y' = y \ln(x),первая производная y равна y умножить на натуральный логарифм икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 y'' + y' + y = 0,y'' + y' + y = 0,вторая производная игрек плюс первая производная игрек плюс игрек равно нулю,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{d}{dx} \sin(x),\frac{d}{dx} \sin(x),производная синуса от икс по икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{d}{dx} \csc(x),\frac{d}{dx} \csc(x),производная косеканса от икс по икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 \frac{d}{dx} \text{arccot}(x),\frac{d}{dx} \text{arccoth}(x),производная гиперболического арккотангенса от икс по икс,0.03333333333333333,0.5,0.8333333333333334,0.8767476404229504,0.7930034560392178,0.8153551038173115,0.8153551038173119,0.9268808114961962,0.03333333333333333,0.5,0.8333333333333334,0.8767476404229504,0.7930034560392178,0.8153551038173115,0.8153551038173119,0.9268808114961962
" \int \cot(x) \, dx","\int \cot(x) , dx",интеграл котангенса от икс по икс,0.058823529411764705,0.25,1.0,0.7945887592428695,0.8132584905250537,0.7071067811865475,0.7071067811865478,0.97441793618856,0.058823529411764705,0.25,1.0,0.7945887592428695,0.8132584905250537,0.7071067811865475,0.7071067811865478,0.97441793618856
